Año,Trimestre,Provincia,Fibra óptica,Accesos trimestre anterior,KPI
2014,1,Mendoza,2480.0,0.0,0.0
2014,2,Mendoza,2480.0,2480.0,0.0
2014,3,Mendoza,2512.0,2480.0,1.29
2014,4,Mendoza,2534.0,2512.0,0.88
2015,1,Mendoza,2542.0,2534.0,0.32
2015,2,Mendoza,2572.0,2542.0,1.18
2015,3,Mendoza,2572.0,2572.0,0.0
2015,4,Mendoza,2572.0,2572.0,0.0
2016,1,Mendoza,2576.0,2572.0,0.16
2016,2,Mendoza,2576.0,2576.0,0.0
2016,3,Mendoza,2576.0,2576.0,0.0
2016,4,Mendoza,2579.0,2576.0,0.12
2017,1,Mendoza,2581.0,2579.0,0.08
2017,2,Mendoza,2581.0,2581.0,0.0
2017,3,Mendoza,2772.0,2581.0,7.4
2017,4,Mendoza,3015.0,2772.0,8.77
2018,1,Mendoza,3086.0,3015.0,2.35
2018,2,Mendoza,3084.0,3086.0,-0.06
2018,3,Mendoza,5744.0,3084.0,86.25
2018,4,Mendoza,5665.0,5744.0,-1.38
2019,1,Mendoza,5662.0,5665.0,-0.05
2019,2,Mendoza,6865.0,5662.0,21.25
2019,3,Mendoza,6865.0,6865.0,0.0
2019,4,Mendoza,24989.0,6865.0,264.01
2020,1,Mendoza,28059.0,24989.0,12.29
2020,2,Mendoza,29613.0,28059.0,5.54
2020,3,Mendoza,32817.0,29613.0,10.82
2020,4,Mendoza,36083.0,32817.0,9.95
2021,1,Mendoza,38619.0,36083.0,7.03
2021,2,Mendoza,44696.0,38619.0,15.74
2021,3,Mendoza,70579.0,44696.0,57.91
2021,4,Mendoza,109667.0,70579.0,55.38
2022,1,Mendoza,123228.0,109667.0,12.37
2022,2,Mendoza,135504.0,123228.0,9.96
2022,3,Mendoza,142615.0,135504.0,5.25
2022,4,Mendoza,147080.0,142615.0,3.13
2023,1,Mendoza,152534.0,147080.0,3.71
2023,2,Mendoza,171857.0,152534.0,12.67
2023,3,Mendoza,178719.0,171857.0,3.99
2023,4,Mendoza,182220.0,178719.0,1.96
2014,1,Misiones,4.0,0.0,0.0
2014,2,Misiones,4.0,4.0,0.0
2014,3,Misiones,4.0,4.0,0.0
2014,4,Misiones,16.0,4.0,300.0
2015,1,Misiones,30.0,16.0,87.5
2015,2,Misiones,37.0,30.0,23.33
2015,3,Misiones,46.0,37.0,24.32
2015,4,Misiones,48.0,46.0,4.35
2016,1,Misiones,70.0,48.0,45.83
2016,2,Misiones,77.0,70.0,10.0
2016,3,Misiones,79.0,77.0,2.6
2016,4,Misiones,100.0,79.0,26.58
2017,1,Misiones,101.0,100.0,1.0
2017,2,Misiones,103.0,101.0,1.98
2017,3,Misiones,110.0,103.0,6.8
2017,4,Misiones,95.0,110.0,-13.64
2018,1,Misiones,328.0,95.0,245.26
2018,2,Misiones,512.0,328.0,56.1
2018,3,Misiones,512.0,512.0,0.0
2018,4,Misiones,465.0,512.0,-9.18
2019,1,Misiones,465.0,465.0,0.0
2019,2,Misiones,543.0,465.0,16.77
2019,3,Misiones,829.0,543.0,52.67
2019,4,Misiones,847.0,829.0,2.17
2020,1,Misiones,1220.0,847.0,44.04
2020,2,Misiones,2579.0,1220.0,111.39
2020,3,Misiones,2572.0,2579.0,-0.27
2020,4,Misiones,6589.0,2572.0,156.18
2021,1,Misiones,7064.0,6589.0,7.21
2021,2,Misiones,10376.0,7064.0,46.89
2021,3,Misiones,10969.0,10376.0,5.72
2021,4,Misiones,22035.0,10969.0,100.88
2022,1,Misiones,25178.0,22035.0,14.26
2022,2,Misiones,33649.0,25178.0,33.64
2022,3,Misiones,39046.0,33649.0,16.04
2022,4,Misiones,46885.0,39046.0,20.08
2023,1,Misiones,56619.0,46885.0,20.76
2023,2,Misiones,64406.0,56619.0,13.75
2023,3,Misiones,70003.0,64406.0,8.69
2023,4,Misiones,75382.0,70003.0,7.68
2014,1,Neuquén,997.0,0.0,0.0
2014,2,Neuquén,997.0,997.0,0.0
2014,3,Neuquén,1000.0,997.0,0.3
2014,4,Neuquén,1014.0,1000.0,1.4
2015,1,Neuquén,1024.0,1014.0,0.99
2015,2,Neuquén,1044.0,1024.0,1.95
2015,3,Neuquén,1045.0,1044.0,0.1
2015,4,Neuquén,1048.0,1045.0,0.29
2016,1,Neuquén,1085.0,1048.0,3.53
2016,2,Neuquén,1088.0,1085.0,0.28
2016,3,Neuquén,1093.0,1088.0,0.46
2016,4,Neuquén,1124.0,1093.0,2.84
2017,1,Neuquén,1124.0,1124.0,0.0
2017,2,Neuquén,1133.0,1124.0,0.8
2017,3,Neuquén,1044.0,1133.0,-7.86
2017,4,Neuquén,1017.0,1044.0,-2.59
2018,1,Neuquén,1000.0,1017.0,-1.67
2018,2,Neuquén,998.0,1000.0,-0.2
2018,3,Neuquén,998.0,998.0,0.0
2018,4,Neuquén,3115.0,998.0,212.12
2019,1,Neuquén,3114.0,3115.0,-0.03
2019,2,Neuquén,4983.0,3114.0,60.02
2019,3,Neuquén,5560.0,4983.0,11.58
2019,4,Neuquén,10549.0,5560.0,89.73
2020,1,Neuquén,11031.0,10549.0,4.57
2020,2,Neuquén,11037.0,11031.0,0.05
2020,3,Neuquén,11043.0,11037.0,0.05
2020,4,Neuquén,13732.0,11043.0,24.35
2021,1,Neuquén,14171.0,13732.0,3.2
2021,2,Neuquén,15619.0,14171.0,10.22
2021,3,Neuquén,16455.0,15619.0,5.35
2021,4,Neuquén,23253.0,16455.0,41.31
2022,1,Neuquén,24193.0,23253.0,4.04
2022,2,Neuquén,28824.0,24193.0,19.14
2022,3,Neuquén,29396.0,28824.0,1.98
2022,4,Neuquén,31567.0,29396.0,7.39
2023,1,Neuquén,32296.0,31567.0,2.31
2023,2,Neuquén,35171.0,32296.0,8.9
2023,3,Neuquén,39243.0,35171.0,11.58
2023,4,Neuquén,41583.0,39243.0,5.96
2014,1,Río Negro,876.0,0.0,0.0
2014,2,Río Negro,876.0,876.0,0.0
2014,3,Río Negro,888.0,876.0,1.37
2014,4,Río Negro,901.0,888.0,1.46
2015,1,Río Negro,907.0,901.0,0.67
2015,2,Río Negro,916.0,907.0,0.99
2015,3,Río Negro,917.0,916.0,0.11
2015,4,Río Negro,915.0,917.0,-0.22
2016,1,Río Negro,937.0,915.0,2.4
2016,2,Río Negro,939.0,937.0,0.21
2016,3,Río Negro,942.0,939.0,0.32
2016,4,Río Negro,954.0,942.0,1.27
2017,1,Río Negro,954.0,954.0,0.0
2017,2,Río Negro,961.0,954.0,0.73
2017,3,Río Negro,1106.0,961.0,15.09
2017,4,Río Negro,1250.0,1106.0,13.02
2018,1,Río Negro,1251.0,1250.0,0.08
2018,2,Río Negro,1252.0,1251.0,0.08
2018,3,Río Negro,1252.0,1252.0,0.0
2018,4,Río Negro,1299.0,1252.0,3.75
2019,1,Río Negro,3994.0,1299.0,207.47
2019,2,Río Negro,4037.0,3994.0,1.08
2019,3,Río Negro,9739.0,4037.0,141.24
2019,4,Río Negro,9658.0,9739.0,-0.83
2020,1,Río Negro,10381.0,9658.0,7.49
2020,2,Río Negro,10382.0,10381.0,0.01
2020,3,Río Negro,10381.0,10382.0,-0.01
2020,4,Río Negro,17826.0,10381.0,71.72
2021,1,Río Negro,17828.0,17826.0,0.01
2021,2,Río Negro,18727.0,17828.0,5.04
2021,3,Río Negro,18725.0,18727.0,-0.01
2021,4,Río Negro,32212.0,18725.0,72.03
2022,1,Río Negro,38037.0,32212.0,18.08
2022,2,Río Negro,40946.0,38037.0,7.65
2022,3,Río Negro,41017.0,40946.0,0.17
2022,4,Río Negro,43958.0,41017.0,7.17
2023,1,Río Negro,45329.0,43958.0,3.12
2023,2,Río Negro,53325.0,45329.0,17.64
2023,3,Río Negro,56668.0,53325.0,6.27
2023,4,Río Negro,64323.0,56668.0,13.51
2014,1,Salta,45.0,0.0,0.0
2014,2,Salta,45.0,45.0,0.0
2014,3,Salta,43.0,45.0,-4.44
2014,4,Salta,48.0,43.0,11.63
2015,1,Salta,47.0,48.0,-2.08
2015,2,Salta,47.0,47.0,0.0
2015,3,Salta,47.0,47.0,0.0
2015,4,Salta,47.0,47.0,0.0
2016,1,Salta,73.0,47.0,55.32
2016,2,Salta,85.0,73.0,16.44
2016,3,Salta,90.0,85.0,5.88
2016,4,Salta,110.0,90.0,22.22
2017,1,Salta,114.0,110.0,3.64
2017,2,Salta,115.0,114.0,0.88
2017,3,Salta,127.0,115.0,10.43
2017,4,Salta,127.0,127.0,0.0
2018,1,Salta,118.0,127.0,-7.09
2018,2,Salta,678.0,118.0,474.58
2018,3,Salta,678.0,678.0,0.0
2018,4,Salta,638.0,678.0,-5.9
2019,1,Salta,647.0,638.0,1.41
2019,2,Salta,725.0,647.0,12.06
2019,3,Salta,733.0,725.0,1.1
2019,4,Salta,21865.0,733.0,2882.95
2020,1,Salta,23025.0,21865.0,5.31
2020,2,Salta,24289.0,23025.0,5.49
2020,3,Salta,25445.0,24289.0,4.76
2020,4,Salta,30604.0,25445.0,20.28
2021,1,Salta,31498.0,30604.0,2.92
2021,2,Salta,32050.0,31498.0,1.75
2021,3,Salta,36126.0,32050.0,12.72
2021,4,Salta,39555.0,36126.0,9.49
2022,1,Salta,40994.0,39555.0,3.64
2022,2,Salta,47076.0,40994.0,14.84
2022,3,Salta,50254.0,47076.0,6.75
2022,4,Salta,53470.0,50254.0,6.4
2023,1,Salta,56259.0,53470.0,5.22
2023,2,Salta,58275.0,56259.0,3.58
2023,3,Salta,59914.0,58275.0,2.81
2023,4,Salta,60800.0,59914.0,1.48
2014,1,San Juan,722.0,0.0,0.0
2014,2,San Juan,722.0,722.0,0.0
2014,3,San Juan,731.0,722.0,1.25
2014,4,San Juan,740.0,731.0,1.23
2015,1,San Juan,755.0,740.0,2.03
2015,2,San Juan,770.0,755.0,1.99
2015,3,San Juan,770.0,770.0,0.0
2015,4,San Juan,770.0,770.0,0.0
2016,1,San Juan,770.0,770.0,0.0
2016,2,San Juan,770.0,770.0,0.0
2016,3,San Juan,770.0,770.0,0.0
2016,4,San Juan,772.0,770.0,0.26
2017,1,San Juan,772.0,772.0,0.0
2017,2,San Juan,772.0,772.0,0.0
2017,3,San Juan,816.0,772.0,5.7
2017,4,San Juan,812.0,816.0,-0.49
2018,1,San Juan,826.0,812.0,1.72
2018,2,San Juan,826.0,826.0,0.0
2018,3,San Juan,826.0,826.0,0.0
2018,4,San Juan,806.0,826.0,-2.42
2019,1,San Juan,808.0,806.0,0.25
2019,2,San Juan,1174.0,808.0,45.3
2019,3,San Juan,1227.0,1174.0,4.51
2019,4,San Juan,4931.0,1227.0,301.87
2020,1,San Juan,5508.0,4931.0,11.7
2020,2,San Juan,5509.0,5508.0,0.02
2020,3,San Juan,5509.0,5509.0,0.0
2020,4,San Juan,6599.0,5509.0,19.79
2021,1,San Juan,6671.0,6599.0,1.09
2021,2,San Juan,6673.0,6671.0,0.03
2021,3,San Juan,6670.0,6673.0,-0.04
2021,4,San Juan,11072.0,6670.0,66.0
2022,1,San Juan,11294.0,11072.0,2.01
2022,2,San Juan,12328.0,11294.0,9.16
2022,3,San Juan,12328.0,12328.0,0.0
2022,4,San Juan,12491.0,12328.0,1.32
2023,1,San Juan,12798.0,12491.0,2.46
2023,2,San Juan,25217.0,12798.0,97.04
2023,3,San Juan,42383.0,25217.0,68.07
2023,4,San Juan,42691.0,42383.0,0.73
2014,1,San Luis,354.0,0.0,0.0
2014,2,San Luis,354.0,354.0,0.0
2014,3,San Luis,355.0,354.0,0.28
2014,4,San Luis,355.0,355.0,0.0
2015,1,San Luis,351.0,355.0,-1.13
2015,2,San Luis,354.0,351.0,0.85
2015,3,San Luis,354.0,354.0,0.0
2015,4,San Luis,354.0,354.0,0.0
2016,1,San Luis,354.0,354.0,0.0
2016,2,San Luis,354.0,354.0,0.0
2016,3,San Luis,354.0,354.0,0.0
2016,4,San Luis,354.0,354.0,0.0
2017,1,San Luis,354.0,354.0,0.0
2017,2,San Luis,354.0,354.0,0.0
2017,3,San Luis,347.0,354.0,-1.98
2017,4,San Luis,335.0,347.0,-3.46
2018,1,San Luis,368.0,335.0,9.85
2018,2,San Luis,368.0,368.0,0.0
2018,3,San Luis,368.0,368.0,0.0
2018,4,San Luis,378.0,368.0,2.72
2019,1,San Luis,378.0,378.0,0.0
2019,2,San Luis,347.0,378.0,-8.2
2019,3,San Luis,350.0,347.0,0.86
2019,4,San Luis,6.0,350.0,-98.29
2020,1,San Luis,5.0,6.0,-16.67
2020,2,San Luis,6.0,5.0,20.0
2020,3,San Luis,6.0,6.0,0.0
2020,4,San Luis,27.0,6.0,350.0
2021,1,San Luis,28.0,27.0,3.7
2021,2,San Luis,28.0,28.0,0.0
2021,3,San Luis,27.0,28.0,-3.57
2021,4,San Luis,30.0,27.0,11.11
2022,1,San Luis,31.0,30.0,3.33
2022,2,San Luis,248.0,31.0,700.0
2022,3,San Luis,248.0,248.0,0.0
2022,4,San Luis,3409.0,248.0,1274.6
2023,1,San Luis,6952.0,3409.0,103.93
2023,2,San Luis,15595.0,6952.0,124.32
2023,3,San Luis,24525.0,15595.0,57.26
2023,4,San Luis,30135.0,24525.0,22.87
2014,1,Santa Cruz,381.0,0.0,0.0
2014,2,Santa Cruz,381.0,381.0,0.0
2014,3,Santa Cruz,385.0,381.0,1.05
2014,4,Santa Cruz,388.0,385.0,0.78
2015,1,Santa Cruz,392.0,388.0,1.03
2015,2,Santa Cruz,396.0,392.0,1.02
2015,3,Santa Cruz,396.0,396.0,0.0
2015,4,Santa Cruz,396.0,396.0,0.0
2016,1,Santa Cruz,396.0,396.0,0.0
2016,2,Santa Cruz,396.0,396.0,0.0
2016,3,Santa Cruz,817.0,396.0,106.31
2016,4,Santa Cruz,1055.0,817.0,29.13
2017,1,Santa Cruz,1272.0,1055.0,20.57
2017,2,Santa Cruz,1365.0,1272.0,7.31
2017,3,Santa Cruz,1544.0,1365.0,13.11
2017,4,Santa Cruz,582.0,1544.0,-62.31
2018,1,Santa Cruz,1799.0,582.0,209.11
2018,2,Santa Cruz,585.0,1799.0,-67.48
2018,3,Santa Cruz,585.0,585.0,0.0
2018,4,Santa Cruz,382.0,585.0,-34.7
2019,1,Santa Cruz,382.0,382.0,0.0
2019,2,Santa Cruz,379.0,382.0,-0.79
2019,3,Santa Cruz,969.0,379.0,155.67
2019,4,Santa Cruz,1036.0,969.0,6.91
2020,1,Santa Cruz,1026.0,1036.0,-0.97
2020,2,Santa Cruz,1027.0,1026.0,0.1
2020,3,Santa Cruz,1027.0,1027.0,0.0
2020,4,Santa Cruz,1041.0,1027.0,1.36
2021,1,Santa Cruz,5975.0,1041.0,473.97
2021,2,Santa Cruz,6328.0,5975.0,5.91
2021,3,Santa Cruz,6328.0,6328.0,0.0
2021,4,Santa Cruz,10031.0,6328.0,58.52
2022,1,Santa Cruz,10766.0,10031.0,7.33
2022,2,Santa Cruz,10815.0,10766.0,0.46
2022,3,Santa Cruz,10815.0,10815.0,0.0
2022,4,Santa Cruz,12217.0,10815.0,12.96
2023,1,Santa Cruz,12217.0,12217.0,0.0
2023,2,Santa Cruz,11269.0,12217.0,-7.76
2023,3,Santa Cruz,11270.0,11269.0,0.01
2023,4,Santa Cruz,55246.0,11270.0,390.2
2014,1,Santa Fe,3059.0,0.0,0.0
2014,2,Santa Fe,3085.0,3059.0,0.85
2014,3,Santa Fe,4407.0,3085.0,42.85
2014,4,Santa Fe,3205.0,4407.0,-27.27
2015,1,Santa Fe,2845.0,3205.0,-11.23
2015,2,Santa Fe,2877.0,2845.0,1.12
2015,3,Santa Fe,4169.0,2877.0,44.91
2015,4,Santa Fe,2885.0,4169.0,-30.8
2016,1,Santa Fe,3014.0,2885.0,4.47
2016,2,Santa Fe,2981.0,3014.0,-1.09
2016,3,Santa Fe,3037.0,2981.0,1.88
2016,4,Santa Fe,3201.0,3037.0,5.4
2017,1,Santa Fe,3210.0,3201.0,0.28
2017,2,Santa Fe,3234.0,3210.0,0.75
2017,3,Santa Fe,6338.0,3234.0,95.98
2017,4,Santa Fe,10602.0,6338.0,67.28
2018,1,Santa Fe,10674.0,10602.0,0.68
2018,2,Santa Fe,11354.0,10674.0,6.37
2018,3,Santa Fe,11749.0,11354.0,3.48
2018,4,Santa Fe,14387.0,11749.0,22.45
2019,1,Santa Fe,15621.0,14387.0,8.58
2019,2,Santa Fe,18236.0,15621.0,16.74
2019,3,Santa Fe,18690.0,18236.0,2.49
2019,4,Santa Fe,27464.0,18690.0,46.94
2020,1,Santa Fe,35123.0,27464.0,27.89
2020,2,Santa Fe,46698.0,35123.0,32.96
2020,3,Santa Fe,45721.0,46698.0,-2.09
2020,4,Santa Fe,62692.0,45721.0,37.12
2021,1,Santa Fe,70976.0,62692.0,13.21
2021,2,Santa Fe,90424.0,70976.0,27.4
2021,3,Santa Fe,93412.0,90424.0,3.3
2021,4,Santa Fe,128856.0,93412.0,37.94
2022,1,Santa Fe,146552.0,128856.0,13.73
2022,2,Santa Fe,189503.0,146552.0,29.31
2022,3,Santa Fe,215189.0,189503.0,13.55
2022,4,Santa Fe,248558.0,215189.0,15.51
2023,1,Santa Fe,283988.0,248558.0,14.25
2023,2,Santa Fe,311166.0,283988.0,9.57
2023,3,Santa Fe,336013.0,311166.0,7.99
2023,4,Santa Fe,355762.0,336013.0,5.88
2014,1,Santiago Del Estero,19.0,0.0,0.0
2014,2,Santiago Del Estero,19.0,19.0,0.0
2014,3,Santiago Del Estero,19.0,19.0,0.0
2014,4,Santiago Del Estero,19.0,19.0,0.0
2015,1,Santiago Del Estero,19.0,19.0,0.0
2015,2,Santiago Del Estero,19.0,19.0,0.0
2015,3,Santiago Del Estero,19.0,19.0,0.0
2015,4,Santiago Del Estero,19.0,19.0,0.0
2016,1,Santiago Del Estero,19.0,19.0,0.0
2016,2,Santiago Del Estero,19.0,19.0,0.0
2016,3,Santiago Del Estero,19.0,19.0,0.0
2016,4,Santiago Del Estero,19.0,19.0,0.0
2017,1,Santiago Del Estero,19.0,19.0,0.0
2017,2,Santiago Del Estero,19.0,19.0,0.0
2017,3,Santiago Del Estero,19.0,19.0,0.0
2017,4,Santiago Del Estero,19.0,19.0,0.0
2018,1,Santiago Del Estero,23.0,19.0,21.05
2018,2,Santiago Del Estero,23.0,23.0,0.0
2018,3,Santiago Del Estero,23.0,23.0,0.0
2018,4,Santiago Del Estero,23.0,23.0,0.0
2019,1,Santiago Del Estero,23.0,23.0,0.0
2019,2,Santiago Del Estero,219.0,23.0,852.17
2019,3,Santiago Del Estero,219.0,219.0,0.0
2019,4,Santiago Del Estero,200.0,219.0,-8.68
2020,1,Santiago Del Estero,200.0,200.0,0.0
2020,2,Santiago Del Estero,355.0,200.0,77.5
2020,3,Santiago Del Estero,555.0,355.0,56.34
2020,4,Santiago Del Estero,570.0,555.0,2.7
2021,1,Santiago Del Estero,570.0,570.0,0.0
2021,2,Santiago Del Estero,909.0,570.0,59.47
2021,3,Santiago Del Estero,909.0,909.0,0.0
2021,4,Santiago Del Estero,1088.0,909.0,19.69
2022,1,Santiago Del Estero,1093.0,1088.0,0.46
2022,2,Santiago Del Estero,11605.0,1093.0,961.76
2022,3,Santiago Del Estero,13170.0,11605.0,13.49
2022,4,Santiago Del Estero,15117.0,13170.0,14.78
2023,1,Santiago Del Estero,16656.0,15117.0,10.18
2023,2,Santiago Del Estero,17244.0,16656.0,3.53
2023,3,Santiago Del Estero,21745.0,17244.0,26.1
2023,4,Santiago Del Estero,24271.0,21745.0,11.62
2014,1,Tierra Del Fuego,648.0,0.0,0.0
2014,2,Tierra Del Fuego,648.0,648.0,0.0
2014,3,Tierra Del Fuego,650.0,648.0,0.31
2014,4,Tierra Del Fuego,655.0,650.0,0.77
2015,1,Tierra Del Fuego,657.0,655.0,0.31
2015,2,Tierra Del Fuego,665.0,657.0,1.22
2015,3,Tierra Del Fuego,665.0,665.0,0.0
2015,4,Tierra Del Fuego,665.0,665.0,0.0
2016,1,Tierra Del Fuego,665.0,665.0,0.0
2016,2,Tierra Del Fuego,665.0,665.0,0.0
2016,3,Tierra Del Fuego,665.0,665.0,0.0
2016,4,Tierra Del Fuego,665.0,665.0,0.0
2017,1,Tierra Del Fuego,665.0,665.0,0.0
2017,2,Tierra Del Fuego,665.0,665.0,0.0
2017,3,Tierra Del Fuego,622.0,665.0,-6.47
2017,4,Tierra Del Fuego,530.0,622.0,-14.79
2018,1,Tierra Del Fuego,531.0,530.0,0.19
2018,2,Tierra Del Fuego,531.0,531.0,0.0
2018,3,Tierra Del Fuego,1502.0,531.0,182.86
2018,4,Tierra Del Fuego,1623.0,1502.0,8.06
2019,1,Tierra Del Fuego,1623.0,1623.0,0.0
2019,2,Tierra Del Fuego,651.0,1623.0,-59.89
2019,3,Tierra Del Fuego,651.0,651.0,0.0
2019,4,Tierra Del Fuego,0.0,651.0,-100.0
2020,1,Tierra Del Fuego,0.0,0.0,100.0
2020,2,Tierra Del Fuego,0.0,0.0,100.0
2020,3,Tierra Del Fuego,0.0,0.0,100.0
2020,4,Tierra Del Fuego,6.0,0.0,100.0
2021,1,Tierra Del Fuego,6.0,6.0,0.0
2021,2,Tierra Del Fuego,6.0,6.0,0.0
2021,3,Tierra Del Fuego,6.0,6.0,0.0
2021,4,Tierra Del Fuego,426.0,6.0,7000.0
2022,1,Tierra Del Fuego,416.0,426.0,-2.35
2022,2,Tierra Del Fuego,403.0,416.0,-3.12
2022,3,Tierra Del Fuego,403.0,403.0,0.0
2022,4,Tierra Del Fuego,405.0,403.0,0.5
2023,1,Tierra Del Fuego,405.0,405.0,0.0
2023,2,Tierra Del Fuego,525.0,405.0,29.63
2023,3,Tierra Del Fuego,3682.0,525.0,601.33
2023,4,Tierra Del Fuego,3682.0,3682.0,0.0
2014,1,Tucumán,121.0,0.0,0.0
2014,2,Tucumán,121.0,121.0,0.0
2014,3,Tucumán,117.0,121.0,-3.31
2014,4,Tucumán,116.0,117.0,-0.85
2015,1,Tucumán,116.0,116.0,0.0
2015,2,Tucumán,116.0,116.0,0.0
2015,3,Tucumán,116.0,116.0,0.0
2015,4,Tucumán,116.0,116.0,0.0
2016,1,Tucumán,116.0,116.0,0.0
2016,2,Tucumán,116.0,116.0,0.0
2016,3,Tucumán,116.0,116.0,0.0
2016,4,Tucumán,116.0,116.0,0.0
2017,1,Tucumán,116.0,116.0,0.0
2017,2,Tucumán,116.0,116.0,0.0
2017,3,Tucumán,106.0,116.0,-8.62
2017,4,Tucumán,105.0,106.0,-0.94
2018,1,Tucumán,107.0,105.0,1.9
2018,2,Tucumán,110.0,107.0,2.8
2018,3,Tucumán,110.0,110.0,0.0
2018,4,Tucumán,119.0,110.0,8.18
2019,1,Tucumán,118.0,119.0,-0.84
2019,2,Tucumán,116.0,118.0,-1.69
2019,3,Tucumán,116.0,116.0,0.0
2019,4,Tucumán,39574.0,116.0,34015.52
2020,1,Tucumán,44687.0,39574.0,12.92
2020,2,Tucumán,55120.0,44687.0,23.35
2020,3,Tucumán,59949.0,55120.0,8.76
2020,4,Tucumán,68043.0,59949.0,13.5
2021,1,Tucumán,69954.0,68043.0,2.81
2021,2,Tucumán,71683.0,69954.0,2.47
2021,3,Tucumán,70964.0,71683.0,-1.0
2021,4,Tucumán,78790.0,70964.0,11.03
2022,1,Tucumán,86174.0,78790.0,9.37
2022,2,Tucumán,148823.0,86174.0,72.7
2022,3,Tucumán,162345.0,148823.0,9.09
2022,4,Tucumán,168717.0,162345.0,3.92
2023,1,Tucumán,180976.0,168717.0,7.27
2023,2,Tucumán,188986.0,180976.0,4.43
2023,3,Tucumán,195053.0,188986.0,3.21
2023,4,Tucumán,199876.0,195053.0,2.47
